label,sen
0,A mechanic attaches a socket wrench to a bolt .
0,"The school of fish mentioned in the title poem of this book live at the bottom of the sea , but are somehow addicted to light ."
0,"Also , a small carved wooden sculpture of a rhinoceros was made by craftsmen in Africa ."
0,The Nhibitor protein is transported into the mitochondria .
0,"Once outside , the python was placed in a bag , which was put inside a dog crate ."
0,The statement below comes from the Morristown Humane Society website .
0,The media then creates a self fulfilling prophesy with constant reports of doom and gloom and individuals also pull their money out of the targeted bank .
0,Tax cuts for rich are thrown into doubt .
0,A without notice injunction was obtained at very short notice under which the tenant was excluded from his own home and the block of flats in which he lived .
0,The placenta fully functions at this time and the fetus makes insulin and urinates .
0,Thrombopoietin is a glycoprotein hormone that regulates the production of platelets by the bone marrow .
0,In 1991 the placental cell preparations developed by the company where entered into clinical tests by the health authorities .
0,"Typically , varieties of this sort were grown on flat land by peasants ."
0,"In some societies , it really matters to a husband that he comes back to a meal cooked by his wife ."
0,The company has been dragged into a lawsuit .
0,"The programme depicts the adventures of a mysterious , humanoid alien ."
0,"Furthermore , the present invention includes a composition for treatment of disorders associated with or enhanced by an eosinophilia ."
0,They learned that some herbs and flowers planted in the garden help to control pests .
0,"The fruit basket contained apples , oranges and bananas ."
0,Religion has become the hottest topic of study for United States historians .
0,The orchestra was in a box above the stage .
0,"At necropsy a heavy infestation of Haematopinus lice was present , along with a polyserositis affecting the right hock , left elbow and peritoneum ."
0,The popcorn truck was improvised by an Armenian cabinet maker who came here in 1914 to escape Turkish massacres .
0,Traditional homemade yellow rice wine is more than a home brew .
0,I am just joining the queue of disappointed parents and upset children as i bought a marshmallow maker and toffee apple maker .
0,"Since then , other civil liberties have been set out in other constitutional laws ."
0,The mass on the whisk side of the broom is closer to the center of mass than the end of the broom stick .
0,The artist skilfully hand-carves the wood with a distinctive style which captures the beauty and the harmony of the nature .
0,I had told this headhunter 's company repeatedly that I was only interested in working in the Philadelphia area .
0,"The 22-year-old rapper posted a message on his Twitter page just after midnight admitting he was driving his "" lambo , "" or Lamborghini , while sloshed -- or ""tispy ,"" as he misspelled ""tipsy ."""
